PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
qrMig,r2qkb1r/pp1bn2p/2pp1Q2/8/2B1PP2/8/PPP3PP/R1B1R1K1 b kq - 0 13,h8g8 f6f7,1109,80,87,185,mate mateIn1 oneMove opening,https://lichess.org/gOpEM5CQ/black#26,Kings_Gambit Kings_Gambit_Other_variations
qsYk7,r1bq3r/p1bknQ1p/2pp2pB/np2PB2/3P4/8/PPP3PP/RN3RK1 b - - 3 15,g6f5 e5e6,1416,75,86,173,mate mateIn1 oneMove opening,https://lichess.org/OPUoun4l/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
qtCLG,r3kbnr/p1p2ppp/2p5/3q4/3PNpb1/5N2/PPP1Q1PP/R1B1K2R b KQkq - 1 9,g4f3 e4f6 e8d8 e2e8,1769,73,95,18984,discoveredCheck doubleCheck mate mateIn2 opening short,https://lichess.org/1S7a247Y/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
qtfs1,rn1q2k1/ppp1rppp/4bb2/4N3/3P1Q2/2PB4/PP4PP/RN3RK1 b - - 4 14,c7c5 f4e4 g7g6 f1f6,1974,77,82,78,advantage discoveredAttack opening short,https://lichess.org/HZSW6G1q/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense
qu3tZ,rnb1kbnr/ppp5/3q3p/7Q/2BP4/8/PPP3P1/RN3RK1 b - - 1 14,e8d7 h5f5 d7d8 f5f8 d6f8 f1f8,2208,77,86,60,crushing long opening,https://lichess.org/TQOkPJ8o/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
quEfh,r2qkbnr/ppp2pp1/2np3p/4p3/2B1PPb1/1QP2N2/PP1P2PP/RNB1K2R b KQkq - 2 6,d8e7 b3b7 a8b8 b7c6,1622,75,91,1632,crushing fork opening short,https://lichess.org/YLXTK7Dw/black#12,Kings_Gambit Kings_Gambit_Other_variations
quSW1,r1bqk1nr/ppp2pbp/2n5/8/2BP1B2/2P5/PP4PP/RN1Q1RK1 b kq - 2 11,g8e7 c4f7 e8f7 f4c7,1551,76,93,721,advantage attackingF2F7 discoveredAttack discoveredCheck opening short,https://lichess.org/LAHK1ROf/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Rosentreter_Gambit
quwFs,r1b1kb1r/ppp2p1p/2np2qB/8/2BPP3/8/PPP3PP/RN1Q1RK1 b kq - 0 9,f8h6 c4f7 g6f7 f1f7,1248,90,70,58,advantage attackingF2F7 fork opening short,https://lichess.org/Ghtb7i6R/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Blachly_Gambit
quzKJ,rnbqkb1r/pppp1p1p/8/4P1Nn/3P1ppP/8/PPP3P1/RNBQKB1R b KQkq - 1 7,h7h6 g5f7 e8f7 d1g4,1928,117,17,24,advantage attackingF2F7 opening short,https://lichess.org/cta95IEg/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
qvEHr,r2q2nr/ppp2kpp/1bnp4/6N1/3PPBb1/8/PPP3PP/RN1Q1RK1 b - - 1 9,f7g6 d1g4 b6d4 g1h1,1206,78,92,562,crushing defensiveMove opening short,https://lichess.org/b9JfaZUf/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
qw6tb,rnb2bkr/pppp2pp/8/4N3/4np1q/2P3P1/PP1P3P/RNBQK2R b KQ - 0 8,e4g3 d1b3 d7d5 b3d5 c8e6 d5e6,1060,80,90,733,kingsideAttack long mate mateIn3 opening,https://lichess.org/TSyPqoZA/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
qwaVv,r1bqk2r/ppp1nppp/8/2b1P3/8/2NB4/PPP1Q1PP/R1B1K2R b KQkq - 4 9,c8f5 d3f5 e7f5 e2b5 c7c6 b5c5,1554,76,93,3221,clearance crushing fork long opening,https://lichess.org/lTjTgS0Z/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
qwu9l,rn3k1r/ppp2ppp/3q4/3P4/2B5/1P1P1Nbb/P1PKQn2/RNB3R1 b - - 4 19,d6f4 d2c3 f4f6 d3d4,2144,84,75,37,crushing defensiveMove opening short,https://lichess.org/EakEsZFy/black#38,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
qwvIT,rn1q1rk1/ppp2ppp/5n2/4B2b/2BP3b/2N2N1P/PPP3P1/R2Q1K1R b - - 2 11,b8c6 g2g4 f6g4 h3g4,1962,77,91,1659,advantage opening short,https://lichess.org/QEtOIgvO/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
qxqbJ,rnbq2nr/pp2k1b1/2pp3p/6NQ/3PP3/2N3p1/PPP4P/R1B2RK1 b - - 2 11,h6g5 h5f7,1644,78,81,279,mate mateIn1 oneMove opening,https://lichess.org/JtpCkG84/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
qyzZH,2kr1bnr/ppp2ppp/2np4/3Bp3/3Pq1b1/1QP2N2/PP4PP/RNB2RK1 b - - 3 9,c6a5 d5e4 a5b3 a2b3,1658,76,94,1751,advantage opening short,https://lichess.org/oI3rUQmD/black#18,Kings_Gambit Kings_Gambit_Other_variations
qz4mx,rnb4r/ppppnk1p/7b/4Pq2/3P1pP1/2N2Q2/PPP4P/R1B2RK1 b - g3 0 11,f5c2 c1f4 c2g6 f4h6,1692,76,93,1448,advantage discoveredAttack discoveredCheck opening short,https://lichess.org/sltn6lND/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
qzVH2,rnbq1rk1/p5pp/5p2/3n4/PP1P3B/2p2N2/4B1PP/R2Q1RK1 b - - 1 16,d5b4 d1b3 b4d5 e2c4,1593,78,93,12306,crushing fork master masterVsMaster opening short,https://lichess.org/9VlaTy9q/black#32,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense
r0BfJ,r1bqkbnr/pppp2pp/2n5/4P3/2B1p3/5N2/PPPP2PP/RNBQK2R b KQkq - 1 5,c6e5 f3e5 d8h4 g2g3,943,90,93,630,advantage hangingPiece opening short,https://lichess.org/3WjLsHhw/black#10,Kings_Gambit_Declined Kings_Gambit_Declined_Miles_Defense
r0i5C,r4bnr/ppp2kpp/2nq4/4p3/5P2/2N2Q2/PPPP2PP/R1B2RK1 b - - 0 9,c6d4 f4e5 d4f3 f1f3 g8f6 e5d6,1533,76,94,467,advantage discoveredAttack discoveredCheck long opening sacrifice,https://lichess.org/WRqebweu/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
r1Xr3,rnb3nr/pppq1Q1p/8/2b1k1p1/2B2B2/8/PPP3PP/RN3R1K b - - 0 13,g5f4 f7f4,1125,76,100,194,mate mateIn1 oneMove opening,https://lichess.org/x09fb2of/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
r1dot,rnb1kb1r/ppp2ppp/8/3NP3/5qn1/5N2/PPP1B1PP/R2QK2R b KQkq - 1 10,g4e3 d5c7 e8e7 d1d6,1596,75,75,148,fork mate mateIn2 opening short,https://lichess.org/tXhXWnDW/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
r21ey,rnbq1bnr/pppp3p/2k5/3QP1p1/2B2p2/8/PPPP2PP/RNB1K2R b KQ - 2 11,c6b6 d5b5,853,103,89,408,mate mateIn1 oneMove opening,https://lichess.org/z4TcJvJY/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
r2WZr,r1bqk1nr/pppp2b1/7p/4P1p1/2B1Pp2/8/PPP3P1/RNBQK2R b KQkq - 0 10,g7e5 d1h5 e8e7 h5f7 e7d6 f7d5,1142,81,93,415,crushing long opening,https://lichess.org/EpCeowB5/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Blachly_Gambit
r3xgZ,r2qk2r/ppp1bppp/1n1P4/3n4/3P1Bb1/2N2N2/PPP1Q1PP/2KR1B1R b kq - 0 10,c7d6 c3d5 b6d5 e2b5 g4d7 b5d5,1715,74,85,760,crushing fork long opening,https://lichess.org/ZEtEdlVr/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
r4XHx,r1bqr3/ppp2k1p/2n2p2/b5N1/3P4/2P5/PP4PP/RN1Q1RK1 b - - 1 13,f7g7 d1h5 c8f5 f1f5 e8e1 g1f2,2000,81,92,2137,advantage long opening,https://lichess.org/5SFdZMXh/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
r53sP,r1b1k2r/pp3ppp/1q1b1n2/8/2P2p2/2BP1B2/PP4PP/RN1QK2R b KQkq - 0 11,d6b4 d1a4 c8d7 a4b4,1625,74,97,16861,crushing opening short,https://lichess.org/oXH8KahQ/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense
r5LaV,rnbqk1nr/pppp2pp/1b3p2/4N3/2BPPp2/8/PPP3PP/RNBQK2R b KQkq - 2 6,f6e5 d1h5 g7g6 h5e5 d8e7 e5h8,1247,74,97,3631,advantage fork long opening pin,https://lichess.org/gUZuCZTy/black#12,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
r5gDM,rn2r1k1/ppp2ppp/3q4/2b5/3P1Nb1/5N2/PP4PP/R1BQ1R1K b - - 0 15,c5d4 d1d4 g4f3 d4d6,1386,76,88,1628,advantage opening short,https://lichess.org/Z0OUSWhQ/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
r5z8w,rnbqkb1r/ppp1np2/3P4/4N2p/2B2pp1/8/PPPPQ1PP/RNB1K2R b KQkq - 0 8,c7d6 c4f7,1515,78,99,3217,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/1Vf9cSJH/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
r743r,r2qkbnr/pp3ppp/3B4/2p5/2BnP3/8/PPP2QPP/RN2K2R b KQkq - 0 9,f8d6 f2f7,944,80,84,172,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/6pskAjwg/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
r7BvV,r1bqk2r/ppBpnp1p/8/8/2BbP3/5Q2/PP4PP/RN3R1K b kq - 0 12,d8c7 f3f7 e8d8 f7f8 h8f8 f1f8,901,105,94,1244,attackingF2F7 backRankMate long mate mateIn3 opening sacrifice,https://lichess.org/R90HoMMf/black#24,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
r8rIC,r2qk1nr/pppn1pb1/7p/4P1p1/2Q2p2/2P2N2/PP4PP/RNB2RK1 b kq - 0 11,d7e5 f3e5 g7e5 c4b5 e8f8 b5e5,1974,78,93,2448,advantage fork long opening,https://lichess.org/PSFSBDna/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
r9jgT,rnb1k1nr/ppp2ppp/3p1q2/2b1pP2/2B1P3/5NP1/PPPP3P/RNBQK2R b KQkq - 1 6,c7c6 d2d4 e5d4 c1g5,1737,75,84,657,clearance crushing opening short,https://lichess.org/Tm5R2PAA/black#12,Kings_Gambit_Declined Kings_Gambit_Declined_Keenes_Defense
r9k9c,rnbq3r/ppp4p/5kp1/2bp2B1/4n3/2P4Q/PP4PP/RN3R1K b - - 2 14,f6g7 h3h6 g7g8 g5d8,1502,79,94,3573,advantage interference opening short,https://lichess.org/6zwAUGoh/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
r9piE,r1bq1rk1/pp2bp1n/2p1P2p/6p1/2B2p2/1P3Q2/PBP3PP/RN2R1K1 b - - 0 14,f7e6 e1e6 c8e6 c4e6,2040,76,93,698,advantage kingsideAttack opening short,https://lichess.org/1NbR8vfF/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
rA1nR,r2qkbnr/ppp2Bpp/3p4/4N3/3nPP2/2N5/PPP3PP/R1BbK2R b KQkq - 1 9,e8e7 c3d5,1099,82,86,252,mate mateIn1 oneMove opening,https://lichess.org/nQLghE2h/black#18,Kings_Gambit Kings_Gambit_Other_variations
rAb6Y,rnbqk2r/ppp2ppp/3b3n/8/2BP1p2/5N2/PPP1Q1PP/RNB1K2R b KQkq - 1 8,c8e6 d4d5 d8e7 d5e6,1839,76,95,11584,crushing opening short,https://lichess.org/tdqgZjQ3/black#16,Kings_Gambit Kings_Gambit_Other_variations
rApmN,r1bq1k1r/p1ppn1pp/1pn2p2/7Q/2BNPP2/8/PPP3PP/RNB1K2R b KQ - 1 9,c6d4 h5f7,677,109,96,339,mate mateIn1 oneMove opening,https://lichess.org/MjinzxDb/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
rBThh,rnbq1knr/pppp3p/5b2/4Q1B1/3PP3/8/PPP3PP/RN3RK1 b - - 6 13,f8g7 g5f6 d8f6 f1f6,1473,75,93,890,crushing fork opening short,https://lichess.org/Lnka4xIf/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Lolli_Gambit
rDFH8,r1b1kbnr/pppp1p1p/5q2/3QP3/2Bn1p2/8/PPP3PP/RNB2RK1 b kq - 1 9,f6b6 d5f7 e8d8 f7f8,886,92,91,1507,attackingF2F7 deflection mate mateIn2 opening short,https://lichess.org/UR4hwdqp/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Blachly_Gambit
rE7uo,r2qk2r/ppp1bp1p/2np1n2/4P1p1/2BP1p2/2N2Q2/PPP3PP/R1B1R1K1 b kq - 0 10,c6d4 e5f6 d4f3 g2f3 e8g8 f6e7,2143,75,55,88,advancedPawn advantage long opening pin sacrifice,https://lichess.org/VTdGdtFt/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
rEWUl,r1bq1bkr/ppp4p/2n3p1/2n1p1N1/8/3P1Q2/PPP3PP/RNB2RK1 b - - 1 11,c6d4 f3f7,954,209,82,14,mate mateIn1 oneMove opening,https://lichess.org/905F5deO/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
rFjTH,rn1qkb1r/ppp4p/4pn2/4P3/5Q2/8/PPP3PP/RNB2RK1 b kq - 0 11,f6d5 f4f7,1099,83,63,99,mate mateIn1 oneMove opening,https://lichess.org/zzaEvQeS/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
rG3PG,rn1qkb1r/pbp4p/1p2B1p1/4Q3/5p2/2N4P/PPPP2P1/R1B1K2R b KQkq - 0 12,b7g2 e6d5 d8e7 e5e7 f8e7 d5g2,1680,76,93,1063,advantage discoveredAttack discoveredCheck exposedKing long opening,https://lichess.org/PNxO2ahR/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
rHDTy,rnb1kbnr/ppp2p1p/8/3q4/5pNP/8/PPPP2P1/RNBQKB1R b KQkq - 0 7,g8h6 g4f6 e8d8 f6d5,849,108,67,20,crushing fork opening short,https://lichess.org/0RErBnC8/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
rHjc9,r1b1kbnr/ppp1q1pp/2n5/8/3PBp2/5N2/PPP3PP/R1BQ1RK1 b kq - 0 9,g8f6 e4c6 b7c6 f1e1,1507,73,94,29560,advantage opening pin short,https://lichess.org/XUavh0ZX/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
rJjRY,rn1q1rk1/ppp2pp1/1b1B1n1p/6N1/2BP2b1/2PQ4/PP4PP/RN3R1K b - - 0 12,d8d6 f1f6 h6g5 f6d6,1446,77,83,679,advantage opening short,https://lichess.org/cD4sO69g/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
rKvgE,r2qkbnr/ppp2ppp/4n3/3pP3/8/2Q3B1/PPP3PP/RN2KB1R b KQkq - 3 9,g8h6 f1b5 c7c6 b5c6 b7c6 c3c6,963,81,85,92,advantage long opening,https://lichess.org/gF6gzFxW/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
rLJ0i,r2qkb1r/pppn1ppp/3p1n2/8/2B1Ppb1/1QP2N2/PP1P2PP/RNB2RK1 b kq - 2 7,g4f3 c4f7 e8e7 b3e6,868,80,100,206,attackingF2F7 mate mateIn2 opening short,https://lichess.org/Pyf5cM30/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
rLbit,r2q1bkr/ppp3pp/2n1b3/3p4/3Pn3/5N2/PPPNQ1PP/R1B2RK1 b - - 1 11,e4d2 e2e6,1003,78,71,124,hangingPiece kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/nwsA8nIc/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Petrovs_Defense
rNTtI,rnbq3r/pppkn3/4B1Q1/2b5/8/8/PPp3KP/RNB2R2 b - - 2 15,d7c6 e6d5 c6d5 b1c3 d5c4 g6e4,2754,119,90,1426,attraction crushing discoveredCheck doubleCheck exposedKing long opening sacrifice,https://lichess.org/qys1s57a/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Gianutio_Countergambit
rOqow,rnbq2nr/pp1p2pp/2p5/8/3k1Q1b/2N5/PPP3PP/R1B2K1R b - - 0 11,d4c5 c1e3,1346,76,93,863,mate mateIn1 oneMove opening,https://lichess.org/c7lLMnio/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
rOzMZ,2kr1bnr/p1p2ppp/QpP5/8/2P3b1/4qN2/PP4PP/RN1B1R1K b - - 1 18,c8b8 a6b7,1356,260,47,26,mate mateIn1 oneMove opening,https://lichess.org/WoIhTtcM/black#36,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
rP0nv,r2q1knr/ppp1bBpp/8/3Pp3/3NP1b1/6P1/PPP4P/RNBQ1RK1 b - - 0 11,g4d1 d4e6,1219,106,47,19,mate mateIn1 oneMove opening,https://lichess.org/72FPFUbG/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
rPTxV,r1b3nk/pppqb3/2np3B/7Q/3PP3/2P5/PP5p/RN3R1K b - - 0 15,d7g4 h6g7 h8g7 f1f7,1784,75,93,8609,attraction discoveredCheck doubleCheck killBoxMate kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/tMpwkRjH/black#30,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
rPUUl,r1b1kbnr/ppp2ppp/2np1q2/3Np3/2B1P3/5N2/PPPP2PP/R1BQ1K1R b kq - 3 7,f6g6 d5c7 e8d8 c7a8,953,77,88,88,advantage fork opening short,https://lichess.org/eqXXVDmi/black#14,Kings_Gambit Kings_Gambit_Other_variations
rQFCi,rnb3nr/ppp2R2/3b2kp/3B4/3PP2q/5Qp1/PPP3P1/RNB3K1 b - - 1 13,c8g4 f7g7 g6g7 f3f7,1610,74,95,12502,attraction mate mateIn2 opening sacrifice short,https://lichess.org/rStZa0ya/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Allgaier_Gambit
rQwXT,rn1qk1r1/ppp1b2p/4Qn2/4N3/5P2/8/PPPP2PP/R1B1K2R b KQq - 2 13,g8g2 e6f7,937,93,93,386,mate mateIn1 oneMove opening,https://lichess.org/zSIFplPr/black#26,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
rTK9C,rnbk1b1r/ppp2B1p/8/4N3/3PnppP/6q1/PPP1QR2/RNB1K3 b Q - 2 12,e4f2 e5c6 b7c6 e2e8,1521,80,93,995,clearance mate mateIn2 opening sacrifice short,https://lichess.org/mQ28bKvk/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kieseritzky_Gambit
rTPbL,r1b3kr/ppp3pp/2n5/2b1N2Q/3qpP2/8/PPPP2PP/RNB1KR2 b Q - 1 9,c6e5 h5e8 c5f8 f4e5 c8f5 e8a8,2048,76,88,133,crushing intermezzo long opening,https://lichess.org/rGGZD5wJ/black#18,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
rUbts,r1bq1bnr/pppk1Q1p/2n5/3pP1p1/3P1B2/8/PPP3PP/RN2KB1R b KQ - 3 9,c6e7 f1b5 c7c6 e5e6,1965,78,70,196,mate mateIn2 opening short,https://lichess.org/PYfrCfjr/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
rWNiW,rnbqkbnr/ppp3pp/3p4/4N2Q/4pP2/8/PPPP2PP/RNB1KB1R b KQkq - 1 5,e8e7 h5f7,1073,80,89,715,mate mateIn1 oneMove opening,https://lichess.org/H9Plecgk/black#10,Kings_Gambit_Declined Kings_Gambit_Declined_Panteldakis_Countergambit
rX9XM,rnb1kb1r/ppppnQ2/2q4p/8/4P2P/3P4/PPP3P1/RNB2R1K b - - 2 13,e8d8 f7f8 h8f8 f1f8,729,106,96,1362,backRankMate mate mateIn2 opening short,https://lichess.org/yVgi3Jtx/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Allgaier_Gambit
rXV37,r2qkbnr/ppp2ppp/2n5/4p3/3PP1b1/5N2/PPP1B1PP/RNBQK2R b KQkq - 1 6,c6d4 f3d4 g4e2 d4e2 d8d1 e1d1,1475,75,88,103,advantage long opening,https://lichess.org/Lz5OgRU2/black#12,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
rY2ug,rnb1kbnr/ppp2p2/3p1q1p/6pQ/2B1Pp2/3P1N2/PPP3PP/RNB2RK1 b kq - 1 7,c8e6 c4e6 f6e6 f3g5 h6g5 h5h8,1693,75,94,1620,advantage long opening pin,https://lichess.org/HacwTt7U/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
rYk8S,r3kb1r/pppq1npp/2np4/4pP2/8/2NPBN1P/PPP5/R2Q1RK1 b kq - 2 13,d7f5 f3g5 f5g6 f1f7 f8e7 d1g4,2434,80,95,834,advantage attackingF2F7 defensiveMove discoveredAttack long opening,https://lichess.org/wqmI8AWA/black#26,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
rZFuD,rnb2rk1/pppp1ppp/8/8/2BPP1nq/6Q1/PPP3PP/RNB2K1R b - - 2 10,g4h2 g3h2 h4h2 h1h2,1479,76,94,3895,advantage opening short,https://lichess.org/cF2NTDmp/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
raGeZ,rnbqk1nr/ppp2pb1/3p3p/6p1/2BPPp1P/2N2N2/PPP3P1/R1BQK2R b KQkq - 0 7,g8f6 h4g5 h6g5 h1h8,1616,74,81,316,advantage discoveredAttack opening short,https://lichess.org/pXhtg6cp/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
rdkQx,r2qk2r/2p1npb1/ppnP3p/1B1P2pb/5p2/1Q3N1P/PPP3P1/RNB2RK1 b kq - 0 13,c7d6 b5c6 e7c6 d5c6,1759,76,74,77,advantage fork opening short,https://lichess.org/3vnlz2s9/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
rf3cG,2kr1bnr/ppp2ppp/2n3q1/3p4/3P3N/2N3Pb/PPP1B2P/R1BQR1K1 b - - 7 11,g6f6 e2g4 h3g4 d1g4 c8b8 c1g5,1331,76,76,125,advantage long opening,https://lichess.org/qWEKsbkg/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
rf8Z2,rn2kb1r/ppp2ppp/8/3pP3/3P3q/2N3nP/PPP2Q2/R1B1KB1R b KQkq - 1 11,g3f5 f2h4 f5h4 c3d5,1815,78,78,157,advantage master opening short,https://lichess.org/tqsb3lK2/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Petrovs_Defense
rfGff,rnb3kr/ppp3pp/8/2b1N3/3P3q/1QP3n1/PP5P/RNB1K2R b KQ - 1 11,g8f8 b3f7,823,79,100,164,mate mateIn1 oneMove opening,https://lichess.org/4CKxOJyx/black#22,Kings_Gambit_Declined Kings_Gambit_Declined_Classical
rfHaO,r1bq2kr/pppp2pn/7p/2b1P3/3N1R2/5Q2/PPP3PP/RNB3K1 b - - 2 11,d7d6 f3d5 c8e6 d5e6,1560,76,95,6147,kingsideAttack mate mateIn2 opening short,https://lichess.org/qAaXibzu/black#22,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
rfK0V,rnbqk2r/ppp1bp1p/7n/3BN3/4PppP/8/PPPP2P1/RNBQ1RK1 b kq - 2 8,e7h4 d2d4 h4g3 c1f4 g3f4 f1f4,2684,101,64,106,advantage discoveredAttack long opening quietMove,https://lichess.org/TU6aS7GG/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
rfU0s,rnbq1knr/ppp3bp/8/3B3Q/4Pp1P/8/PPPP2P1/RNB1K2R b KQ - 0 10,g8f6 h5f7,669,96,95,906,mate mateIn1 oneMove opening,https://lichess.org/ScWX16Zz/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kieseritzky_Gambit
rh7Ly,rnbqr1k1/pp3pbn/8/3pN1pQ/2BP1p2/8/PPP3P1/RNB2RK1 b - - 1 14,d5c4 h5f7 g8h8 e5g6,1017,76,100,232,kingsideAttack mate mateIn2 opening short,https://lichess.org/Y0YjRHZo/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Traditional_Variation
ri9b1,r1b1k2r/pp1n1ppp/1qp5/8/1bB1nP2/2N2N2/PPP3PP/R1BQ1R1K b kq - 5 10,e4f2 f1f2 b6f2 c3e4,2083,75,85,257,advantage master opening sacrifice short,https://lichess.org/esUtOZm0/black#20,Kings_Gambit Kings_Gambit_Other_variations
rijLe,r1bk3r/ppp3Q1/2npBn1p/4q3/4P3/8/PPP3PP/RN3R1K b - - 0 14,f6h5 f1f8 h8f8 g7f8,1246,79,88,917,mate mateIn2 opening short,https://lichess.org/PRco2reZ/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
rjAbY,r1b1r1k1/ppp2ppp/2n2n2/3q2B1/8/2PB1N2/P1P3PP/R2Q1RK1 b - - 1 13,f6h5 d3h7 g8h7 d1d5,1076,77,84,135,crushing discoveredAttack kingsideAttack opening short,https://lichess.org/ceVzXjQd/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Modern_Defense
rjQyk,rnb1k2r/ppppqppp/8/2bQ4/2P2B2/5N2/PPP3PP/RN1K3R b kq - 4 9,d7d6 h1e1 c8e6 d5b7,1595,76,92,2587,advantage opening pin short,https://lichess.org/MG1zBNux/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
rmJv2,rnb1kbnr/p1Bp1p1p/8/qp6/2BPP3/2P2Q2/PP4PP/RN2K2R b KQkq - 0 9,a5c7 f3f7 e8d8 f7f8,941,103,94,605,attackingF2F7 deflection mate mateIn2 opening short,https://lichess.org/jePsiERb/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Ghulam-Kassim_Gambit
rnaWd,r1bk1bnr/ppppq2p/2n5/8/4PQ2/1B6/PPPP2PP/RNB2RK1 b - - 2 9,c6d4 f4f8 e7f8 f1f8,896,77,86,155,advantage opening short,https://lichess.org/Uedvna13/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit
